LGA,Ward,Polling Unit Name
Gulani,Njibulwa,"Bakki Yayum,Yayum B. B Gate; Galtimari,Tela Abdulkarim Gate; Garin Abdullahi Open Space; Gwaya Dungu, Market Gate; Mabani M. B. Kyari, Alh Sabo Gate; Yaryen M. Goje, Goje Market; Njibulwa B, Hassan. Market Place I; Njibulwa B, Hassan. Market Place II; Njibulwa B, Hassan Pri. Sch.; Yelle Ibrahiim Y. Sale Open Space; Zamfarari G. Tela Halwalis Gate.; Zamfarari Bagardo, Tela Hannali Gate"
Gulani,Ruhu,"Choka Ammani, Musa Gate; Choka Dalha, Mai Jirgi Gate; G. J Tambai Choka, Choka Market; Ruhu, Mai Ung. Gate; Ruhu, Garin J. M Pri. Sch.; Ruhu J. Halilu, Tinau Gate; Ruhu J. Halilu, M. Saidu Gate; Ruhu Kakat Alh., Makeri Gate"
Jakusko,Buduwa / Saminaka,"Buduwa Primary School; Buduwa Bore Hole, Kofar Lawan; Dagarawa / G. Babawuro Dagarawa; Fane, Rrijiya Fane; Gurbana K., Bulama; Lamindo Haro, Lamido Haro; Saminaka, Primary School"
Jakusko,Dumbari,"Ariri/Ariri Gunkai Ariri Pri. Sch.; Bakin Rijiya/Bigarwa,Lamido Bulama Gate; Dadande, Bakin Rijiya; Dumbari Bakin Kasuwa; Garin Baduku, Kofar Bulama; Garin Biye, Kofar Bulama; Garin Ilu, Garin Ilu; G. Magaji G. Alhaji Kofar Bulama; Gasi/L. Harunde/G. Jauro Gasi K. Bulama; Gujarma Tuduniya Open Space; Gumalawa, Gumalawa; Katangana, K. Bulama; Katangana, Pri. Sch.; Lamido Gari, K. Bulama; Ndakwarel/Garin Goje Kofar Mai Gari"
Jakusko,Gidgid / Bayam,"Bayam, Kofar Lawan; Bayam, Pri. Sch.; Doro, Kofar Bulama; Dodori A., Umar Dodori; Gamari, Kofar Bulama; Gamboje Adamu, Rijiya Adamu; Girgir Bore Hole Open Space; Girgir Kofar Lawan; Korso/Garin Biri. Garin Biri; Lafiyari, Pri. Sch.; Lamido Maigari Kolewa/Rijiya Lamido; Malam Dogo Kofar Bulama; Ngajaje, Kofar Bulama; Lamido Manu, Kofar Lamido; Yauru, Kofar Bulama"
Jakusko,Gogaram,"Adiya, Kofar Bulama; Damasa, Kofar Bulama; Gorgoram, District Office; Gwayo, Kofar Lawan; Gwayo Primary School; Guzumbana/Kajuma, Kofar Bulama; Kurkushe, Kofar Lawan; Kurkushe Dispensary; Tasga Kofar Lawan"
Jakusko,Jaba,Jaba/Gure. Harunde Jaba Pri. Sch.; Jaba/Gure H. Kofar Bulama; Garin Maji/ Dan Takunne Garin Maji; Garin M. Jaji/Gumus Kofra Bulama; Ngelsome Ngelsome Open Space
Jakusko,Jakusko,"Dakido, Primary School; Jakusko Health Centre, Health Centre; Jakusko Health Centre, Bore Hole; Jakusko, Dispensary; Jakusko, Mai Ung, Dan Atta; Jakusko Viewing Centre; Mai Unguwa Danata Open Space"
Jakusko,Jawur/Katamma,"Agana, Kofar Lawan; Agana, Pri. Sch.; Arfane, Kofar Bulama; Gafala/Bulturi. Gafala Kofar Bulama; Garin Malam / Jali'A, Pri. Sch.; Gasamu, Bakin Kasuwa; Guyik, Kofar Bulama; Jawur Malaika Pri School; Kagamu Bakin Kasuwa Open Space; Lamarbago Kofar Bulama; Katamma Primary School; Maizango/G. Galadima. Maizango; Nginufumari/Kajuwa Nginufumari K. Bulama; Tajuwa, Pri. Sch.; Tarja, Kofar Bulama"
Jakusko,Lafiya Loi-Loi,"Gada/Azadu Pri School; Garin Gwanna Kofar Bulama; Gamajan, Kofar Maigari; Gamajan, Bakin Kasuwa; Garin Gano/Kunjim. Gari Gano; Gauya, Bakin Rijiya; Jammel Kubau Bakin Rijiya; Lafiya, Bakin Kasuwa; Lamido Barde/L. Hodi. Bakin Rijiya; Lamido Kwalle, Bakin Rijiya; Marcha Ari, Kofar Bulama; Ngulgiye, Kofar Lamido"
Jakusko,Muguram,"Dagayak, Dagayak; Garin Tsalha / Mamare Garin Tsalha; Muguram, Pri. Sch.; Muguram K/ Mai Gari; Muguram West, Bakin Kasuwa; Nasari, Nasari"
Jakusko,Zabudum / Dachia,Amshi Kofar Lawan; Amshi Primary School; Dachia Kofar Lawan; Dachia Primary School; Dachia / Dispensary II; Dagilwa / Kofar Bulama; Karage / Kofar Lawan; Karage Pri School; Kunu / Kofar Bulama; Kazir / Kofar Bulama; Yin / Primary School; Zabudum / Kofar Lawan
Karasawa,Bukarti,"Biridi, Biridi; Bukarti, Bukarti Market; Bukarti, Bukarti Viewing Centre; Gawo Lawnabe, Pri. Sch.; Hututu. Hututu, Kofar Maigari; Karau Kawu, Karau Kawu; Maina Aridi, Maina Aridi; Malam Kunu, Pri. Sch.; Tatukori, Kofar Maigari; Zoro, Kofar Maigari"
Karasawa,Fajiganari,"Askinari, Askinari Kofar Mai Gari; Dagirari, Kofar Maigari; Fajiganari Pri. Sch.; Garin Amadu, Kofar Maigari; Garin Geda, Kofar Maigari; Kilbuwa, Kofar Maigari; Munemari, Kofar Maigari; Tutukori, Maigari Isa"
Karasawa,Garin Gawo,"Alhajiri, Kofar Maigari; Buddum, Kofar Maigari; Chulumbuta, Kofar Maigari; Garin Gawo, Pri. Sch.; Ngibulwa, Kofar Maigari; Tashan Kalgo, Kofar Maigari"
Karasawa,Gasma,"Gadan Dinya, Kofar Maigari; Garin Amadu, Kofar Maigari; Garin Hassan, Kofar Maigari; Garin Mainau Kofar Mai Gari; Gasma Lawanti, Kofar Lawan; Gasma Ung. Musa, Kofar Maiung. Musa; Tabawa, Pri Sch.; Tarchari, Kofar Maigari; Zango, Zango Kanwa Open Space"
Karasawa,Jaji Maji,"Anuguwar Marami, Kofar Mai Ung.; Bula Kachallam, Dandali; Chakama, Kofar Maiunguwa; Garin Jirma, Kofar Maigari; Jaji Maji Bulamari - Kofar Mai Anguwa; Jaji Maji - Primary School; Jajeri, Kofar Maiunguwa; Mallaika, Kofar Maiunguwa; Mai Lauri, Kofar Maiunguwa; Ngiledu, Kofar Maiunguwa; Ngibutuwa, Kofar Maiunguwa; Shafura, Abasha Kofar Unguwa; Tsangaya, Kofar Mai Ung."
Karasawa,Karasuwa Galu,"Chumbusko, Kofar Maigari; Dogon Daji, Kofar Maigari; Garin Atta, Kofar Maigari; Garin Mella Kofar Mai Gari; Garin Goni Yahaya Kofar Mai Gari; Karasuwa Galu, Kofar Kawan; Karasuwa Galu, Primary School; Rumfar Kara, Kofa Maigari"
Karasawa,Karauswa Garu Guna,"Garin Umar Abaridi Kofar Mai Gari; Aliti Lamido Audu Open Space; Biridi, Kofar Maigari; Borogel Garin Mammo K/Mai Gari; Dalari, Kofar Maigari; Fulatari Abuja, Abuja Kofar Maigari; Fulatari Hardo Kabo, Kofar Mai Hardo Kabo; Fulatari G. Mammadu, Kofar Mammadu; Garin Jarma, Lawanti; Garun Guna, Kofar Maigari; Garin Alh Hassan Kofar Mai Gari; Hardo D. O. Kinnariram Open Space; Karasuwa Mai Kasuwa, Pri. Sch.; Kafetowa, Bakin Inji.; Kafetowa, Kofar Maigari; Lamido Ngaine; Madu Gabari, Kofar Maigari; Magarari Bukku Kofar Mai Gari; Mami Ram, Kofar Maigari; Memeji Simeldi Open Space; Ngerere, Bakin Kasuwa; Tekuri Mastafari Open Space"
Karasawa,Wachakal,"Wachakal Dala, Kofar Maigari; Wachakal Dala, Pri. Sch.; Wachakal Dala, Dispensary"
Karasawa,Waro,"Karau Kawu, Kofar Maigari; Lamido Hassan Kofar Mai Gari; Mainari Kafi Kofar Mai Gari; Waro Ngamfatuwa Kofar Lawan; Zaunari, Kofar Maigari"
Karasawa,Yajiri,"Ballewa, Kofar Maigari; Bula Ngibiya, Kofar Maigari; Bularafi, Kofar Maigari; Damamini, Kofar Maigari; Gremadi, Kofar Maigari; Isari Kofar Mai Gari; Jajeri, Pri. Sch.; Nojari, Kofar Maigari"
Machina,Bogo,"Bulliti Kofar Mai Gari; Bogo, Pri. Sch. II; Bogo Kasuwa Bole Hore; Garanda Gana, Bakin Inji; Karmashe, Bakin Ingi; Kunshini, Bakin Ingi; Ferni Gana, Bakin Ingi"
Machina,Damai,"Bulliti, Bulliti; Damai, Bakin Kasuwa; Damai, Bakin Inji; Malam Abari. Kura, Kofar Unguwa; Maijalaini, Kofar Maijalalaini; Na'Anturu, Kofar Maigari; Rannu Kuka, Kofar Maigari"
Machina,Dole,"Burdu, Pri. Sch.; Burdumaram, Pri. Sch.; Dole Machina, Pri. Sch.; Dole Machina, Bakin Tashi; Kagumsuwa,Pri. Sch.; Kasatchi, Rijiya I; Kortoni, Rijiya II"
Machina,Falimaram,"Abari Adambe; Falimaram, Pri. Sch.; Garin Haru Kofar Mai Gari; Kalgidi, Primary School; Kandira, Kofar Bulama; Mai Sirdi - Kofar Bulama; Shehuri, Shehuri Kura Open Space"
Machina,Kom-Komma,"Garin Mallam Nuhu, K/Mai Gari; Garin Mallam Nuhu, Kofar Maiunguwa; Gojogoro, Bakin Rijiya; Komkomma, Kofar Bulama; Tauna / Kofar Mai Gari; Kusotoko, Kofar Maigari"
Machina,Kuka-Yasku,"Shehuri, Shehuri Kura Open Space; Garin Isa Kofar Bulama; Kuka Yasku, Pri. Sch.; Kuka Yasku, Kofar Kasuwa; Mammada Garin Kambar Open Space; Majeri,Majeri Open Space"
Machina,Lamisu,"Garanda, Pri. Sch.; Gogi Barmadi / Jajeri, Pri. Sch.; Kabaru,Kabaru Pri School; Kabuduwa, Kofar Maigari; Lamisu, Pri. Sch. I; Lamisu, Pri. Sch. II"
Machina,Machina-Kwari,"Machina Kori Pri School; Machina Kasuwa, Bakin Kasuwa; Machina Kofar Inji, Kofar Inji; Machina Viewing Centre; Mafidu Kofar Mai Gari; Machina Central, Pri. Sch.; Machina Tasha, Kofar Tasha"
Machina,Maskandare,"Ghana Dumjiya, Pri. Sch. I; Ghana Dumjiya, Pri. Sch. II; Kangarwa, Bore Hore; Maskandare, Pri. Sch.; Yalauwa Pri School"
Machina,Taganama,"Mallam Gambo, Kofar Bulama; Injibulwa Kofar Mai Gari; Taganama, Taganama Bore Hole; Taganama, Bakin Tsha; Wuriwaji Bulama Gate 'I'; Wuriwaji Bulama Gate 'II'"
Nangere,Chilariye,"Chillariye, Kofar Mai. Ang; Chillariye, Pri. Sch.; Garin Jado, Kofar Maigari; Garin Tozo, Pri. Sch.; Garin Kaduwa, Kofar Maigari"
Nangere,Dadiso / Chukuriwa,"Ajim, Kofar Maigari; Chukuriwa Ung Bulama, Kofar Maigari; Chukuriwa Ung Audu, Pri. Sch.; Chukuriwa Tsangaya Open Space; Chukuriwa, Pri. Sch.; Dadiso I, Kofar Maigari; Dadiso II, Kofar Maigari; G/Zanna Goje, Pri. Sch.; Garin Zanna, Kofar Maigari; Garin Kolo, Kofar Maigari; Tarajim/G. D Dispensary; Tarajim, Kofar Maigari"
Nangere,Dawasa/G. Baba,"Babban Tsangaya I, Babban Tsangaya; Babban Tsangaya II, Babban Tsangaya; Dawasa, Pri. Sch.; Dawasa Ung. Moh'D, Kofar Maigari 'D; Degunde, Kofar Maigari; Garin Babah I, Kofar Maigari; Garin Babah II, Kofar Maigari; Garin Babah, Kofar Maigari; Kadama Yayu I, Kadama; Kadama Yayu II, Kofar Maigari; Kadama Yayu III,. Kofar Maigari; Kambiya K., Mai Ung.; Kambiya/Watinani, Kofar Mai Unguwa; Lanjido/G. Zango, Kofar Maigari; Unguwar Haruna, Kofar Maigari; Ung. Gambo, Kofar Maigari; Kukuri Unguwan Chiroma Open Space"
Nangere,Dazigau,"Chatta/Dambam I, Kofar Maigari; Chatta/Dambam II, Kofar Maigari; Dazigau I, Pri. Sch; Dazigau II, Clinic; Garin M. Audu, Kofar Maigari; Gabarun, Kofar Maigari; Kukar Awu I/II, Kofar Maigari; Lelewari, Kofar Maigari; Sabon Layi I / II G. Tozo/S. Layi; Yaru, Kofar Maigari"
Nangere,Degubi,"Challino I, Kofar Maigari; Challino II, Pri. Sch.; Degubi I, Pri. Sch.; Degubi II, Pri. Sch.; Degubi III, Dispensary; Gabur, Kofar Maigari"
Nangere,Kukuri/Chiromari,"Alhajeni I, Kofar Maigari; Alhajeri II, Kofar Maigari; Bulturi, Kofar Maigari; Chiromari I, Vet. Clinic; Chiromari II, Pri. Sch.; Garin Kadai I, Kofar Maigari; Garin Kadai II, Kofar Maigari; Garin Alhaji, Kofar Maigari; Gwala Sabuwa, Kofar Maigari; Garin Kariya, Kofar Maigari; Garin Musa, Kofar Maigari; Hana Kashi, Kofar Maigari; Karan Kasuwa, Kofar Maigari; Kwalliboro, Kofar Maigari; Kukuri Ung. Chiroma, Clinic; Kukuri Ung. Chiroma, Pri. Sch. I; Kukuri Ung. Chiroma, Pri. Sch. II; Ung. Maji Dadi, Kofar Maigari; Yemei / Beti, Kofar Maigari"
Nangere,Langawa / Darin,"Darin Shira, Kofar Maigari I; Darin Shira, Kofar Maigari II; Dorawa, Kofar Maigari; Dagare I,Pri. Sch.; Dagare II, Kofar Maigari; Dorawa / Langawa, Kofar Maigari; Fadawa, Pri. Sch.; Langawa, Kofar Maigari"
Nangere,Nangere,"Garin Jata, Pri. Sch. I; Garin Jata, Pri. Sch. II; Gamarun Yerima,Kofar Maigari; Gamarun Lamido Hassan, Kofar Maigari; Garin Kuku, Kofar Maigari; Garin Daura, Kofar Maigari; Nangere. Unguwar Sarki, Kudu Pri. Sch. I; Nangere. Unguwar Sarki Kudu, Pri. Sch. II; Nangere Bakin Kasuwa, Bakin Kasuwa; Nangere Fulani, Kofar Maigari; Sabon Gari, Kofar Maiunguwa; Sabon Gari, Court; Sabon Gari, Bakin Kasuwa; Ung. Mal Garba, Kofar Mai Ung.; Ung. Dan Disa, Kofar Mai Ung."
Nangere,Pakarau Kare-Kare/ Pakarau Fulani,"Alhaji Adamu, Kofar Maigari; Biriri I, Pri. Sch.; Borno Kichi,. Pri. Sch.; Biriri II, Pri. Sch.; Borno Kichi, Kofar Maigari; Barwawa, Kofar Maigari; Duddaye, Wawa I / Kofar Maigari; Duddaye, Wawa II Kofar Maigari; Duddaye I, Kofar Maigari; Duddaye II, Kofar Maigari; Dallari, Kofar Maigari; Garin Mamman Tar, Kofar Maigari; Garin Gabakan, Hardo Tonari; Garin Sule Babba, Kofar Maigari; Garin Makera / Open Space; Garin Chiroma / Pri. Sch.; Kagadama Kujam / Kofar Mai Gari; Ngabal / Kofar Ma Gari; Pakarau Tsoho / Kofar Mai Gari; Shambawal / G. Fulani / Kofar Mai Gari"
Nangere,Tikau,"Buraman, Kofar Maigari; Dagazirwa I, Kofar Maigari; Dagazirwa II, Kofar Maigari; Gara Ganya I, K. K, Pri. Sch.; Gara Ganya II, F., Pri. Sch.; Jakade I,Fulani, Kofar Maigari; Jakade II ,K. K, Kofar Maigari; Kael, Kofar Maigari I; Kael, Kofar Maigari II; Shebuwa, Pri. Sch. I; Shebuwa, Pri. Sch. II; Tikau, Pri. Sch.; Tikau, Kofar Maigari.; Tudun Wada, Kofar Maigari; Tikau/Dagare/Fulani, Kofar Maigari; Zaga Met, Kofar Maigari"
Nangere,Watinani,"Baran Iya, Kofar Maigari; Dadin Fulani, Kofar Maigari; Deba. Deba, Pri. Sch.; Garin Gambo I / Kofar Maigari; Garin Baye/Dugum Kofar Mai Gari; Gawa Kubbai, Kofar Maigari; Kanum, Kofar Maigari; Nzada/Gabar Kofar Maigari; Watnani I., Pri. Sch.; Watnani II., Pri. Sch."
Nguru,Bulabulin,"Alh Domo, Kofar Domo; Ya'U Mai Atace Open Space; Ali Gaji Mai Photo Open Space; Gidan Dawaki, Viewing Centre; Goriba Kofar B. B. K; Kofar Bukar Makanike, Kofar Bukar Mai Makanike; Kofar Lawan Girgiri, Kofar Lawan Girgiri; Najume Kofar Najume; Kofar Wagani, Kofar Wagani; Kofar Zubairu Farin Massalaci; Yanchiyawa Open Space"
Nguru,Bulanguwa,"Bulangawa Pri School; Bulanguwa, Dispensary; Bilallam Hausawa Kofar Akilu; Bizizi/Gollike. K. Umaru; Gamu/Golgole. K. Bulama; Mallam Baba Tola. K., Mallam Tata; Rigar Lamido Baidai. K., Mallam Tata.; Wadai Badema K. Duguma"
Nguru,Dabule,"Bagamari, Kofar Maigari; Dabule, Kofar Habu; Malawari Kofar Bulama; Mojogolam Lawanti Kofar Lawanti; Zaji Ruwa, Kofar Maigari"
Nguru,Dumsai/Dogon-Kuka,"Dumsai, Pri. Sch I; Dumsai Primary School II; Garin Mallam Dogon Kuka; Kachallari/Bisari; Yamdugu, Yamdugo Kofar Bulama; Kuble Kachallari, Kofar Kachalla"
Nguru,Garbi/Bambori,"Bombori, Pri. Sch.; Bombori K. Maji, Kofar Kachalla; Dabar Alhaji Giwa, Kofar Alhaji Usman; Ngarbi, Viewing Centre; Rail Ways, Rail Way Primary School"
Nguru,Kanuri,"Bagena Jajuwa Open Space; Central Primary School; Central, Primary School; Goni Yusuf Kofar Goni; Kadawa, Pri. Sch.; Kofar Hajja Hadiza, Kofar Hajja Hadiza Kuji; Kofar Mai Umar, Kofar Mai Umar; Kuka Da Tsamiya"
Nguru,Maja-Kura,"Birnin Guru Open Space; Bosso, Kofar M. Mohammed; Bosso, Pri. Sch.; Garene, Kofar M. Gaji; Garin M. Ibrahim, Kofar M. Ibrahim; Hadari, Pri. Sch.; Kakori Kofar Malam Kalle; Maja Kura Pri School"
Nguru,Mirba-Kabir/Mirba Sagir,"Afunori, Pri. Sch.; Dagarari Kofar Hassan Mahauci; Dagarari, Kofar Hassan Amauchi; Dumar Manga, Pri. Sch.; Kurnawa Barde, Kofar Barde; Karambare, Kofar Babukar; Zomana Kofar Mai Gari; Malam Baba Kofar Malam Baba; Malam Babu Kofar Magaji; Mai Dashi K. Barde, Kofar Barde; Mirba Kabir, Kofar Wakil"
Nguru,Nglaiwa,"Algazaru, Kofar Al-Gazaru; Duriyar Kuka Open Space; Kofar Lawan Ngoma, Nglaiwa Pri. Sch.; Kofar Liman Juma'A, Kofar Liman Juma'A; Kofar Khalifa, Kofar Khalifa; Ahmadu Kofar Mai Unguwa Ahmadu; Anguwa Buda Kofar Mai Anguwa Badu; Mai Ung. Budu, Kofar Mai Ung. Buda; Modo Mai Gini Kofar Modo Mai Gini; Mai Ung. Karam, Kofar Mai Ung. Karam; Sabon Garin Kanuri, Sabon Garin Kanuri Primary School; Sani Borno, Kofar Sani Borno"
Potiskum,Bare-Bare/Bauya/Lalai Dumbulwa,"Bulama B. Dalhu Kofar Bulama; Bunduri Open Space; Chadi, Chadi Pri. Sch; Dumbulwa, Kofar Bulama; F. G. G. C, Sch. Gate; Garin Maina, Kofar Bulama; Jigawa Open Space; Kantin Waje Open Space; Kila Kwata Open Space; Lailai, Lailai Pri. Sch.; Lamba Sule, Kofar Lamba; Mai Bauya Kofar Bulama; Makabarta Kofar Mai Unguwa; M. Iyam, Kofar M. Iyam; Masaka Open Space; Mazagam, Mazagam Pri. Sch.; Nahuta, Nahuta Pri. Sch.; Prison, Nigeria Prison; Rest House, Reception; Sarkin Dilalai, S. Dilalai; Tsangaya Open Space; Unguwar Arewa, Ung. Arewa; Unguwar Makafi - Ung. Makafi I; Unguwar Makafi - Ung. Makafi II; Yusuf Kafinta Open Space"
Potiskum,Bolewa 'A',"Yalamoi / Amadi, Kofar Amadi; Chiroma Kafinta, Kofar Chiroma; Gindin Rimi, Gindin Rimi; Gumsa Kure Open Space; Kara, Pri. Sch. I; Kara, Pri. Sch. II; Kofar Sarki, Permanent Stand; Lamba Babafi, Kofar Lamba; Masallacin Jumma'A; M. Moh'D Bomoi Line, Moh'D Bomoi; Nepa Transformer; Sabon Gari, Pri. Sch.; Tela Baburo, Kofar Tela; Unguwar Lebura, Ung. Lebura; Unguwar Alkali, Kofar Alikali I; Unguwar Alkali, Kofar Alikali II"
Potiskum,Bolewa 'B',"Bayi Moi Open Space; Bulama Ari, Kofar Bulama; Dahiru Lanzai, Kofar Dahiru Lanzai; Dogo Zare Open Space; Jankwano Open Space; Kasuwan N. P. N, Kasuwan N. P. N; Kofar Isa Jajere, Kofar Isa Jajere; Kwata, Kwata Pri. Sch. I; Kwata, Kwata Pri. Sch. II; Low Cost, Gidin Gawo; Sabon Layi, Pri. Sch. I; Sabon Layi, Pri. Sch. II; Tashar Lamba Sabo, Kofar Lamba; Tashar Mai. Kaji, Kofar Mai Kaji; T. Junction, T. Junction I; T. Junction, T. Junction II; Tela Bamado, Kofar Bamado; Zango Alhazai, Zango"
Potiskum,Danchuwa/Bula,"Bubaram Bataba, Kofar Bulama I; Bubaram Bataba, Kofar Bulama II; Bubaram Gakoku, Pri. Sch. I; Bubaram Gakoku, Pri. Sch. II; Danchuwa, Dispensary; Danchuwa. K. Lamba, Kofar Lamba; Dukunde, Kofar Bulama; Garin Abba. A., Pri. Sch.; Garin Abba, Dispensary; Garin Bah, Kofar Bulama I; Garin Bah, Kofar Bulama II; Garin Makwai, Pri. Sch.; Garin Makwai S. Noma, Kofar Maigari; Gamawa, Pri. Sch.; Garin Chichi, Kofar Bulama; Jumma'A, Pri. Sch.; Jumma'A., Kofar Bulama I; Jumma'A., Kofar Bulama II; Tela Yahaya, Kofar Tela Yahaya; Unguwar Galadima, Kofar Galadima; Unguwar Wakili, Kofar Wakili; Unguwar Yerima, Kofar Yarima; Yabel, Kofar Bulama"
Potiskum,Dogo Nini,"Arewa Da Kasuwa, Kofar Hassan; Ari Kime . A., Pri. Sch.; Ari Kemi A. A. Kofar Dogo Mai Kemi; Ari Kime A. A., Kofar Abare; Arewa Da Kasuwa 'B', Arewa Da Kasuwa; Dabo Stadium, Stadium Gate I; Dabo Stadium, Stadium Gate II; Dabo Stadium, Maternity Clinic; Dauda 'A', Kofar Dauda; Dauda 'B', Kofar Dauda; Dogo Mission, Kofar Dogo Mission; Dorowa, Dorowa Tsamiya; F. C. E Technical; Gabar Da Kasuwa, Gabar Da Kasuwa; Ya'U Tudun Wada, Kofar Ya'U; Yindiski A Kofar Lamba; Yindiski B Kofar Lamba"
Potiskum,Dogo Tebo,"Balarabe, Kofar Balarabe I; Balarabe, Kofar Balarabe II; Damboa, Pri. Sch.; Hammawa, Kofar Hammawa; Lamba Dogo, Kofar Lamba; Makera Kasuwa Open Space; Mai Ung Manu I. Kofar Isa Daya; Mai Ung Manu II Kofar Mai Unguwa; M. Inuwa, Kofar M. Inuwa; M. Shaibu, Kofar Shaibu; Sherif Aji, Kofar Sherif Aji"
Potiskum,Hausawa,"Abbas Shehu, Kofar Abbas Shehu; Dan Bera, Kofar Dan Bera; Dorowa, Pri. Sch.; Hospital, Hospital Gate; Idi Baba, Kofar Idin Baba; Idi Saleh, Kofar Saleh; Makera, Makera Cinema; Madagali Kofar Lamba Madagali; Sheik Saidu, Kofar Sheik Saidu; Tsohuwar Kasuwa, Tsohuwar Kasuwa; Walabiya Kofar Lamba Walabiya; Wanzam, Kofar Wanzam"
Potiskum,Mamudo,"Adaya K / Kofar Bulama; Garin Bingel, Pri. Sch.; Garin Maje, Pri. Sch. I; Garin Maje, Pri. Sch. II; Gumbak Kudu, Kofar Bulama; Mamudo Dispensary, Dispensary; Mamudo, Pri. Sch. I; Mamudo, Pri. Sch. II; Mamudo, Pri. Sch. III; Zagam, Kofar Bulama"
Potiskum,Ngojin/Alaraba,"Alaraba I, Kofar Lamba; Alaraba II, Pri. Sch.; Arjali, Kofar Bulama; Badejo, Kofar Bulama; Dakasku I, Dispensary; Dakasku II, Pri. Sch.; Farafara, Pri. Sch.; Ganda - Fura, Kofar Bulama; Kaka Bijik, Kofar Bulama; Lamfade, Kofar Bulama; Lokoya, Kofar Bulama; Mai Jarma, Pri. Sch.; Ngojin, Pri. Sch; Teduwa, Kofar Bulama"
Potiskum,Yerimaram/Garin Daye/Badejo/Nahuta,"Army Barrack, Pri. Sch.; Badejo, Pri. Sch.; Garin Gaye, Kofar Bulama; Gishuwa Dabuwa, Kofar Bulama; G. G. S. S Potiskum; Nasarawa, Kofar Bulama; Socol, Kofar Kori; Texaco, Kofar Bulama; Tike I,Tiken Shanu; Tike A Kofar Mai Unguwa; Yerimaram Kofar Bulama"
Tarmuwa,Babangida,"Andrashi Open Space; Babbangida I, Babbangida Pri. Sch.; Babbangida II, Babbangida Pri. Sch.; Babbangida, Dispensary; Babbangida F. S. P, F. S. P. Office I; Babbangida F. S. P, F. S. P. Office II; Babbangida Viewing Centre, Viewing Centre I; Babbangida Viewing Centre, Viewing Centre II; Damewa Open Space; Namegilam Open Space"
Tarmuwa,Barkami / Bulturi,"Barkami, Barkami Kofar Lawan; Goduram I ., Goduram Lawanti; Goduram II ., Goduram Dispensary; Shuwari Lawanti Open Space; Zaramiri Lawanti Open Space"
Tarmuwa,Biriri/Churokusko,"Biriri Kofar Waziri I; Biriri, Pri. Sch. II; Churokusko I, Pri. Sch.; Churokusko II, Pri. Sch.; Garaji, Garaji Kofar Buluma; Tashan Fulai, Tashan Fulani"
Tarmuwa,Jumbam,"Jumbam I, Pri. Sch.; Jumbam Sarkin Pawa; Jumbam Maternity; Korosori, Korosori Open Space; Mattari, Pri. Sch.; Meleri, Kasuwa"
Tarmuwa,Koka/Sungul,"Koka, Koka Open Space; Malum Musari Open Space; Sungul Open Space; Yaga Open Space"
Tarmuwa,Koriyel,"Garga, Pri. Sch.; Kailo Open Space; Koriyel I., Pri. Sch.; Koriyel II., Pri. Sch.; Ngabobi Open Space; Yangeberi Open Space"
Tarmuwa,Lantaiwa,Kariyari Pri School; Lantewa Pri School; Simintiya Open Space
Tarmuwa,Mandadawa,"Dandali, Askwari Open Space; Koligotel, Open Space; Koromari Bulin, Open Space; Mada'Ada Pri School; Mada'Ada Pri School II"
Tarmuwa,Shekau,"Kiji Nguduwa Open Space; Shekau I, Pri. Sch.; Shekau Pri School"
Yunusari,Bultuwa/Mar/Yaro,"Bultuwa Dandali; Garin Gada, Pri. Sch.; Gremari Marte, Dandali; Luram,. Dandali; Mashio, Dandali; Yaro Lawanti, Pri. Sch.; Zaye, Dandali"
Yunusari,Daratoshia,"Abba Kimeri, Dandali; Dagalam, Dandali; Dara, Dandali; Gadauri, Dandali; Goni Ahmadu, Dandali; Kilbu Kime, Dandali; Toshia, Pri. Sch.; Wanganga, Dandali; Toshia, Dandali"
Yunusari,Degaltura/Ngamzai,"Birnin Chiroma, Pri. Sch.; Birnin Kolori, Dandali; Buhari, Pri. Sch.; Bula Bulin, Pri. Sch.; Degeltura Lawanti, Pri. Sch.; Gremari, Dandali; Kadauri, Dandali; Lambure, Dandali; Mala Abduri, Dandali; Ngamzai Lawanti, Pri. Sch."
Yunusari,Dekwa,"Bulangunwari, Dandali; Dekwa, Pri. Sch.; Guluri Malanti, Dandali; Kafetowa, Dandali; Mainari, Dandali; Mar - Gawa Pri School"
Yunusari,Dilala/Kalgi,"Alafaksa, Dandali; Bukar Midi, Dandali; Dilala Lawanti Pri School; Fulameri, Dandali; Jajiri, Dandali; Kalgi Lawanti, Pri. Sch.; Kantu Kolowa, Dandali; Yawule, Dandali"
Yunusari,Mozogun/Kujari,"Alhajiri Malari, Dandali; Dama, Dandali; Gadauri, Dandali; Kujari, Dispensary; Kujari, Dandali; Malla Asandi, Dandali; Mozogun, Pri. Sch.; Ufari, Dandali"
Yunusari,Ngirabo,"Abubakar Maiung, Dandali I; Abubakar Maiung, Dandali II; Bula Melah, Dandali; Bula Malam Gana, Dandali; Dalari, Dandali; Garin Gawo, Dandali; Gremari Ngirabo, Dandali; Jagar Adimi, Dandali; Mani Kilbu, Dandali; Sarkin Pawa, Dandali I; Sarkin Pawa Dandali II; Shettima Moduri, Dandali I; Shettima Moduri, Dandali II; Yerimaram, Dandali; Zigindimi, Pri. Sch.; Gremari Ngirago, Dandali"
